LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
DP,,,,판,CS-250518.,SNP,MGI,30,SNP,POSCO 1ST,135,66.601Mt,$1260.00,"$83,917.26",KMTCBKK3683120,SAWASDEE RLGEL,SEGU5550288,3X40FT,"₩1,379.20",7/8,7/17,7/24,8/29,"₩11,603,740.0",7/23,,https://docs.google.com/spreadsheets/d/1I5d3hR7OXhvyBfeYbXVABJYFA--28Zd6/edit?usp=drive_link&ouid=106904119573134060340&rtpof=true&sd=true,https://drive.google.com/file/d/1yKNQS4osufYmOhAw40mQbFJL4QDmx16r/view?usp=drive_link,https://drive.google.com/file/d/13hN5pjTiHd0FI0Lq8ag29BsiObGkvBqR/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
DP,,,,판,CS-250519.,SNP,MGI,30,SNP,POSCO 2ND,108,65.837Mt,$1260.00,"$82,954.62",KMTCBKK3680085,SAWASDEE RLGEL,KMTU9315326,3X40FT,"₩1,387.20",7/8,7/17,7/17,8/29,"₩11,357,480.0",7/16,,https://docs.google.com/spreadsheets/d/1dgYkUFJrX84ZSkVe3SjhJuCDq9p8VmPM/edit?usp=drive_link&ouid=106904119573134060340&rtpof=true&sd=true,https://drive.google.com/file/d/1Z-9ryoREGtKeT_2roZiFa-zK1_7tVdh2/view?usp=drive_link,https://drive.google.com/file/d/1KFPqz0KAR_vxqXzqWxkSIe-I1AbPPwZp/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
DP,,,,제,CS-250520.,SNP,MGP,35/40,SNP,CHISAN,48,21.597Mt,$1150.00,"$24,836.55",SNKO190250600504,KMTC TAIPEIS,HLHU8434864,1X40FT,,6/23,7/4,,,,,,,https://drive.google.com/file/d/1nI3s8k2JiNeGGRW1_Ea9GsuMX1hbgISs/view?usp=drive_link,,,,25년05월,,,,5/30,FALSE
M04FQ2506NU00096,6/13,10/16,$27792.40,판,CS-250521.,APP,UWK,137/157,GOLD EAST,CHISAN,47,32.708Mt,$849.71,"$27,792.40",SZHEINC9AA631,HUAN QIU SHUN,CGHU4113100,2X20FT,"₩1,419.90",7/2,7/11,7/15,7/31,"₩4,037,920.0",10/16,,https://drive.google.com/file/d/1Ef67gUsMpCR2GMDx8DWlrOFSkMEMfPDz/view?usp=drive_link,https://drive.google.com/file/d/1o3NOwYxtUF34-NuUc1HsmCTq5XNW3aLo/view?usp=drive_link,https://drive.google.com/file/d/1kbryLqwcc-Zn_C3oLN4ItulJ_BKN5fLY/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2507NU00114,7/17,12/17,$22818.64,판,CS-250522.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,한강인쇄,103,30.836Mt,$740.00,"$22,818.64",713510245044,ZHU CHUAN 2003,TSSU2185736,2X20FT,"₩1,477.50",8/19,8/30,9/1,9/30,"₩3,324,020.0",12/17,,https://drive.google.com/file/d/1zO_NN5Lup9cd9f9vNfETNHuYUTJzjYZX/view?usp=drive_link,https://drive.google.com/file/d/1lldzhrKrRKmsfGY-Qnzyu86MTgmUlXAW/view?usp=drive_link,https://drive.google.com/file/d/1xASLsIJ4P_DwijMrmw6qUDFPDzxmrbp2/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2508NU00040,8/11,1/13,$22690.62,판,CS-250523.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,한강인쇄,102,30.663Mt,$740.00,"$22,690.62",CAZ0250699,HUI XIANG 333,TCLU7384591,2X20FT,,9/17,9/30,10/13,10/30,"₩3,339,390.0",,,https://drive.google.com/file/d/1gi-Dr1MxJ6xfr_z_R8NvFyuTdgmxnDhq/view?usp=drive_link,https://drive.google.com/file/d/1HtCLhuVq9UI2QxAvd0V3YobkSJ4lVeUQ/view?usp=drive_link,https://drive.google.com/file/d/1zxeXgGZ4HF2wEYQmzrCkwYHj9_puDtb0/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2507NU00121,7/17,12/11,$15737.25,판,CS-250524.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,OKPNC,55,20.983Mt,$750.00,"$15,737.25",713510241497,HUI XIANG 333,TIIU5699981,1X40FT,"₩1,474.00",8/20,8/30,9/2,9/30,"₩2,284,290.0",12/11,,https://drive.google.com/file/d/1-NgxGWWzM78SUrBwedCXJuGJgL801e6L/view?usp=drive_link,https://drive.google.com/file/d/1ZmIaPbQyfzllcFZYIIM_RS5XYeJDQe18/view?usp=drive_link,https://drive.google.com/file/d/1L9vmXNcmVNGp-OETaFtces62Jo2McIOh/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2507NU00032,8/11,11/6,$106331.40,판,CS-250525.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,OKPNC,54,20.602Mt,$750.00,"$15,451.50",MAEU259419083,MCC DANANG,MRKU2507683,1X40FT,"₩1,446.90",9/28,10/4,10/13,10/30,"₩2,261,340.0",11/6,,https://drive.google.com/file/d/1odmf6b949PLDOhOBzmnR8IRkPNqha9Ff/view?usp=drive_link,https://drive.google.com/file/d/1hEHMiL4zXqBBOFxpu7YgnesMR_9BbCXM/view?usp=drive_link,https://drive.google.com/file/d/1dHCsKsIcZK51OmQYP9LuSH_f0e4M1oj0/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2506NU00107,6/13,1/15,$51432.48,판,CS-250526.,ASIASYMBOL,NATURAL WHITE,95,APRIL FINE PAEPR TRADING,백운지업,70,71.434Mt,$720.00,"$51,432.48",MAEU259419018,MCC DANANG,CAAU6503824,"3X40FT,
1X20FT",,9/28,10/4,10/13,10/30,"₩7,510,880.0",,,https://drive.google.com/file/d/1-XcMGVbcutOAEe7nyhLLa1XaFiFxNJ8F/view?usp=drive_link,https://drive.google.com/file/d/1GCcwdpOH9vLgoxJMiSZ2koZRQigVrOVS/view?usp=drive_link,https://drive.google.com/file/d/1H87W5c0OcebCDHnckzzuzk90UWEjpS3E/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2509NS00185,9/8,11/12,$45533.52,판,CS-250527.,ASIASYMBOL,NATURAL WHITE,95,APRIL FINE PAEPR TRADING,백운지업,62,63.241Mt,$720.00,"$45,533.52",713510298095,ZHU CHUAN 2003,TSSU5034986,3X40FT,"₩1,446.30",10/27,11/5,11/7,11/28,"₩6,893,160.0",11/6,,https://drive.google.com/file/d/1H8tlG6VgUmp25uStQpdaFKx-vDE7DkXe/view?usp=drive_link,https://drive.google.com/file/d/1iwfo3EyqMNvimPWLl2sKSy5VSkW80Va1/view?usp=drive_link,https://drive.google.com/file/d/12CNw6BLWNUjzL98CXNwixcZ8qOJJNP7d/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2506NU00064,6/11,11/5,$18681.84,판,CS-250528.,NTI,KRAFT,60,MARUBENI,CHISAN,31,20.088Mt,$930.00,"$18,681.84",KMTCSMZ0361273,SKY VICTORIA,SEGU6660736,1X40FT,"₩1,418.10",7/31,8/8,8/11,8/29,"₩2,642,340.0",11/5,,https://drive.google.com/file/d/1FbHtq2e3TjLIlzpg6j2TsdJ4tBhPii0A/view?usp=drive_link,https://drive.google.com/file/d/1l2Tj74-7nCHco365uxOdT1xy0Ni_6Cmh/view?usp=drive_link,https://drive.google.com/file/d/1KmYo4PONvnA30zxeLTSLq0sWadiXF75J/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
M04FQ2506NU00071,6/11,10/9,$35181.60,판,CS-250529.,APP,UWK,117,BOFENG,CHISAN,50,43.977Mt,$800.00,"$35,181.60",BH2367YP902,OCEAN BLUE,CICU9807134,2X40FT,"₩1,403.40",6/29,6/30,7/8,7/31,"₩4,792,410.0",10/2,,https://drive.google.com/file/d/1ByUPLFIoES3BMZsMKRkKd8Xk9hrgaiO4/view?usp=drive_link,https://drive.google.com/file/d/1FgLK9rdjBMwKL6rhPLP5TBMrNwhD2enE/view?usp=drive_link,https://drive.google.com/file/d/17h2UEsa02a-Cd06OoKFJ7Mg_nOthXer0/view?usp=drive_link,,,25년05월,,,,5/30,FALSE
DP,,,,판,CS-250601.,LINTEC,BROWN GP,50,LINTEC,CHISAN,87,22.104Mt,$1875.00,"$41,445.00",HB250700200,SKY VICTORIA,CKLU4108427,1X40FT,"₩1,384.40",7/31,8/8,8/11,8/29,"₩5,804,100.0",8/7,https://docs.google.com/spreadsheets/d/18VgfkiV-jHSQeIbZ-bZ_gDfTLSG0ViVutzuDCOSzg8s/edit?usp=sharing,https://drive.google.com/file/d/1dqXEvCQFoa01dUAh5lW1KMSb0bkPwf2i/view?usp=drive_link,https://drive.google.com/file/d/1mX7DNYoTXv8qkHYydzAjv_EJOwlo6DMq/view?usp=drive_link,https://drive.google.com/file/d/1PKkV7gRxZJY8RmLvkfKVKwdpSYumE10m/view?usp=drive_link,,,25년06월,,,,6/12,FALSE
DP,,,,제,CS-250602.,HOKUETSU,WF,52.3,HOKUETSU,CHISAN,,44.2Mt,$920.00,"$40,664.00",,,,,,8/25,8/29,,,,,https://docs.google.com/spreadsheets/d/1h-wMpsWze463ZV3HHlYMJM4MiiyIk29RcJsUnYfIo8g/edit?usp=drive_link,https://drive.google.com/file/d/1qbc8pQzHplKslaYWi7lQUkCJyYFQvKyk/view?usp=drive_link,,,,,25년06월,,,,6/12,FALSE
DP,,,,제,CS-250603.,HOKUETSU,WF,64,HOKUETSU,CHISAN,20,22.08Mt,$820.00,"$18,105.60",113042111163,SKY FLOWER,FCIU7144910,1X40FT,"₩1,395.20",8/27,9/2,9/8,9/30,"₩2,519,860.0",9/3,https://docs.google.com/spreadsheets/d/1DXcQHwB3FiC63qSDoQh8a9g23T0-_E1SsNsftCfpRng/edit?usp=drive_link,https://drive.google.com/file/d/1QE_abdhfzbdCvVt__6WWZyImEs2q96o9/view?usp=drive_link,https://drive.google.com/file/d/1RLbFuZgFGKf1N7NgpByWE0ZxmVeQkn-o/view?usp=drive_link,https://drive.google.com/file/d/18yQsv6upM9KRM1pl2hh9WU_XwAcm2tbR/view?usp=drive_link,,,25년06월,,,,6/12,FALSE
M04FQ2506NU00089,6/13,10/9,$16032.96,판,CS-250605.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,38,22.268Mt,$720.00,"$16,032.96",EGLV003500828780,EVER CLEVER,EGSU9847712,1X40FT,"₩1,403.40",7/6,7/12,7/14,7/31,"₩2,208,910.0",10/2,,https://drive.google.com/file/d/1X38bIahe9xK3-Woa5eLFgIMdkjVxqNMQ/view?usp=drive_link,https://drive.google.com/file/d/16EHCqQqzCivqIlI0ROvCedOg4SLIsFSB/view?usp=drive_link,https://drive.google.com/file/d/1wqBiEN--Jls45b7Uh9GmyLxPP8iWA11Z/view?usp=drive_link,,,25년06월,,,,6/12,FALSE
TT30,,,,제,CS-250606.,CPC,WF,52.3,EBS,CHISAN,34,43.384Mt,$920.01,"$39,913.90",HASLJ03250700078,SINOKOR NIIGATA,SKHU9321160,2X40FT,,8/5,8/10,8/11,8/29,"₩5,543,720.0",,https://docs.google.com/spreadsheets/d/1PrsBE-qaAU8kSALUzeGR_N92QwlMgkh3zvT9rZOu-bc/edit?usp=drive_link,https://drive.google.com/file/d/1YGTuZ8VITmrQqPEIzvlVgkuWI-mDtpld/view?usp=drive_link,https://drive.google.com/file/d/1zsSX80a4uRIAHQS51XZZi9O7qUypgpiQ/view?usp=drive_link,https://drive.google.com/file/d/1W0g_eZrD2Rx9q77E2-4itVNEESaiWDNc/view?usp=drive_link,,,25년06월,"7/16 11,974.17(1387.3)
7/31 27,939.73(1397.2)",,,6/13,FALSE
TT30,,,,제,CS-250607.,CPC,WF,64,EBS,CHISAN,18,21.756Mt,$815.00,"$17,731.34",HASLJ03250700084,SINOKOR NIIGATA,HLHU8307237,1X40FT,,8/5,8/10,8/11,8/29,"₩2,462,740.0",,https://docs.google.com/spreadsheets/d/1HfSgvnX-bxhjUixVTn_ZDILYSoh8C0edhGWPDT1snvU/edit?usp=drive_link,https://drive.google.com/file/d/1OmhyRUldrnhDQuK92iqRk0Yoej5wSvkp/view?usp=drive_link,https://drive.google.com/file/d/1Qs-aAGBwbf-hbjNbklOIZ3YNXi9HWycW/view?usp=drive_link,https://drive.google.com/file/d/1fFJ-zAvg17PGB938Aj8cMpIhyIb-KL0r/view?usp=drive_link,,,25년06월,"7/16 5,319.4(1387.3)
7/31 12,411.94(1394.2)",,,6/13,FALSE
M04FQ2506NU00139,6/20,11/10,$18167.71,판,CS-250608.,APP,UWK,117,BOFENG,CHISAN,41,22.155Mt,$820.03,"$18,167.71",BH2397YP901,OCEAN BLUE WHALE,TCXU1132603,1X40FT,"₩1,455.10",8/3,8/4,8/7,8/29,"₩2,525,640.0",11/10,,https://drive.google.com/file/d/1OZYwZKJ2Q_mtWA4sL5ZK2_vTB4e72wll/view?usp=drive_link,https://drive.google.com/file/d/1QhYOHQ5mAZA-Iq9yCH2VOAwS56XoQA3Q/view?usp=drive_link,https://drive.google.com/file/d/16qWkJSYGSzJgiJ8V2sX4a8YBl4warUar/view?usp=drive_link,,,25년06월,,,,6/12,FALSE
DP,,,,판,CS-250609.,OPT,NCR,,OPT,CHISAN,,40.817Mt,$1506.38,"$61,485.81",KMTCLCH5313164,SKY RAINBOW,BMOU6221103,2X40FT,"₩1,391.10",8/19,8/26,8/29,9/30,"₩8,655,950.0",8/28,,https://drive.google.com/file/d/1eOTCVCqqM_rKr4-07F9q_uu2RM2RQD5S/view?usp=drive_link,https://drive.google.com/file/d/14j8u9TLFjR_RFXeY4QC7ddb07NFoqGqI/view?usp=drive_link,https://drive.google.com/file/d/1v0iTyRdshfNLvV_rndXZZHxVeYbV352X/view?usp=drive_link,,,25년06월,,,,6/20,FALSE
DP,,,,판,CS-250610.,OPT,THERMAL,72,OPT,신도에이스,120,293.76Mt,$145.00,"$42,595.20",SNKO190250703641,SAWSDEE SIRIUS,SKHU9545833,1X40FT,,8/21,8/28,,,,,,https://drive.google.com/file/d/14Plo2QdnYCtth_lLMJ0kd55uU4FRbQ0U/view?usp=drive_link,https://drive.google.com/file/d/1OE0UiO5nCKSriUOt_r_ZNzOh-kury5iG/view?usp=drive_link,https://drive.google.com/file/d/1E-WyCakHSm5ZfLjobUbZW-icaSilTS5J/view?usp=drive_link,,,25년06월,,,,6/20,FALSE
DP,,,,판,CS-250611.,MITSUBISHI,WHITE KRAFT,150,MITSUBISHI,CHISAN,51,20.7Mt,$1000.00,"$20,700.00",HASLJ01250800357,HEUNG-A AKITA,SKHU6392474,1X40FT,"₩1,394.10",8/28,9/3,9/4,9/30,"₩2,928,210.0",9/4,,https://drive.google.com/file/d/1pmPRTq7t91uOZ_kHrs291o34pjv5_eSd/view?usp=drive_link,https://drive.google.com/file/d/1YuOpgxi747_tbJgJvgH3zY9d6knW6_PE/view?usp=drive_link,https://drive.google.com/file/d/1YuOpgxi747_tbJgJvgH3zY9d6knW6_PE/view?usp=drive_link,,,25년06월,,,,6/23,FALSE
M04FQ2507NU00032,7/11,,,판,CS-250612.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,107,151.902Mt,$700.00,"$106,331.40",EGLV003500946260,EVER CAST,EGSU1176515,7X40FT,,8/7,8/12,8/18,9/30,"₩14,846,850.0",,,https://drive.google.com/file/d/1CqYTScP-J_JHIciCUZuvqP_7aaNOjopg/view?usp=drive_link,https://drive.google.com/file/d/10wfRP3j-tBlFV0qumcKxFOSY5f53Fic5/view?usp=drive_link,https://drive.google.com/file/d/1aG52ZlaE0XhINfwCGpPXlLg1gxUMet_6/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
M04FQ2507NU00040,7/11,11/6,$61179.30,판,CS-250613.,CHUNGHWA,WF,90,CHUNGHWA,CHISAN,63,87.399Mt,$700.00,"$61,179.30",EGLV003500946278,EVER CAST,EGSU1071900,4X40FT,"₩1,446.90",8/7,8/12,8/18,9/30,"₩8,541,960.0",11/6,,https://drive.google.com/file/d/1XCLe5t_cYqoA5mJUqTL6wUYrK2-ofBTW/view?usp=drive_link,https://drive.google.com/file/d/1QRZyzxUxIEVceWoHJMect_XB2_kW_oFE/view?usp=drive_link,https://drive.google.com/file/d/1yfB7NhlCJwLr8fL6Ub5oR9w7XfKQ0VNT/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
M04FQ2507NU00057,7/11,10/21,$31177.00,제,CS-250614.,CHUNGHWA,WF,65/60,CHUNGHWA,CHISAN,50,44.068Mt,$707.47,"$31,177.00",EGLV003500912918,EVER CHASTE,EGSU1244841,2X40FT,"₩1,421.60",7/21,7/26,7/25,8/29,"₩4,339,020.0",,,https://drive.google.com/file/d/15M4fHLh7uAiZF5zsOx0wm8rfuCB1X5Yn/view?usp=drive_link,https://drive.google.com/file/d/1ITaodrSUjewF3iLGwUKggVr1-qiOq1Gj/view?usp=drive_link,https://drive.google.com/file/d/1I4bv7Z-ihjT63-LCFEgddJCvjT3xeJkb/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
M04FQ2507NU00025,7/7,11/10,$24446.40,제,CS-250615.,CHUNGHWA,NCR,47,CHUNGHWA,CHISAN,24,22.224Mt,$1100.00,"$24,446.40",YMJAI209524546,IBN AL ABBAR,TXGU7787853,1X40FT,"₩1,454.90",8/8,8/11,8/18,9/30,"₩3,404,780.0",11/10,,https://drive.google.com/file/d/10lurq34L82qW_4kt3Y8rOfmBcG3rDNii/view?usp=drive_link,https://drive.google.com/file/d/1TUKCr-fSVsATw1XMJ-Z5ZKaxA86DDofK/view?usp=drive_link,https://drive.google.com/file/d/1pwho2BY_oTlWCJFDEp4LbPjOTWKXbt43/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
M04FQ2507NS00089,7/11,8/12,$84692.65,판,CS-250616.,APP,FBB,295/250/215,GOLD EAST,CHISAN,,109.163Mt,$775.84,"$84,692.65",SITGQIIN066836,SITC GUANGDONG,FFAU1104276,5X40FT,"₩1,385.80",7/31,8/6,8/7,8/29,"₩11,721,970.0",8/7,https://docs.google.com/spreadsheets/d/1_Yd6JAq3AniacAgGRTItgZf9D59Mlvsrcy_tHMcLG9c/edit?usp=drive_link,https://drive.google.com/file/d/16af8cArSmQ1KzZZopkNfm-uD5sxFHlwr/view?usp=drive_link,https://drive.google.com/file/d/10PY838HSD4PGLzpH0LSar4JB7fA-s7T8/view?usp=drive_link,https://drive.google.com/file/d/1B0W1GZpjmtIrfOEqf-T0ZcL_cEQMX0Y_/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
DP,,,,판,CS-250617.,SNP,MGI,30,SNP,POSCO 1ST,133,66.979Mt,$1220.00,"$81,714.38",SNKO190250800197,DONGJIN CONFIDENT,,3X40FT,"₩1,389.30",8/12,8/20,8/26,9/30,"₩11,362,380.0",8/25,,https://drive.google.com/file/d/1RhUZrFdqJh7qpSIOpHocEzzxrk4_fPJ_/view?usp=drive_link,https://drive.google.com/file/d/1lTr7a5Wve8wDOSr9FIpBRY3zFx0EiNEF/view?usp=drive_link,https://drive.google.com/file/d/1bhO8O4x78PzEs2BMe1xuwBcmErjZBNqy/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
DP,,,,판,CS-250618.,SNP,MGI,30,SNP,POSCO 2ND,111,67.156Mt,$1220.00,"$81,930.32",SNKO190250800196,DONGJIN CONFIDENT,GCXU6014004,3X40FT,"₩1,391.10",8/12,8/20,8/29,9/30,"₩11,392,410.0",8/28,,https://drive.google.com/file/d/1xuEq-g4guShMEd8ovDhJ3q8JCAa-C80b/view?usp=drive_link,https://drive.google.com/file/d/1CXUztuZgu_DM3RugWaNyFA5heDKF8rUl/view?usp=drive_link,https://drive.google.com/file/d/1JAL9OMDzCnwV0u73dwZ8qUFfAL6j5eaa/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
DP,,,,제,CS-250619.,SNP,MGP,35,SNP,CHISAN,92,44.754Mt,$1130.00,"$50,572.02",KMTCBKK3685726,STARSHIP AQUILA,FFAU4364390,2X40FT,,7/20,7/29,,,,,,,https://drive.google.com/file/d/10DsxwTOw5Ln1FN2miMlZRFpGZehIZexT/view?usp=drive_link,,,,25년06월,,,,6/26,FALSE
DP,,,,제,CS-250620.,HOKUETSU,WF,52.3,HOKUETSU,CHISAN,39,67.314Mt,$927.24,"$62,416.15",113042112003,STAR CLIPPER,KMTU9498660,3X40FT,"₩1,395.20",8/26,8/29,9/3,9/30,"₩8,685,080.0",9/3,,https://drive.google.com/file/d/192uAjzPVdoEItAyWjoAiYAGj5jJL29oa/view?usp=drive_link,https://drive.google.com/file/d/1khNJPSVQ53L3I5CtdgFPyJ3CWgd77HKa/view?usp=drive_link,https://drive.google.com/file/d/14BAWZcpfdw6ifPuFrE8NAHPwAgWtJP0s/view?usp=drive_link,,,25년06월,,,,6/25,FALSE
DP,,,,판,CS-250621.,SNP,MGI,30,SNP,POSCO 1ST,42,19.514Mt,$1220.00,"$23,807.08",KMTCBKK3698292,SKY CHALLENGE,KMTU9366690,1X40FT,"₩1,386.00",7/28,8/6,8/18,9/30,"₩3,302,230.0",8/7,,,https://drive.google.com/file/d/1p6Byuiq2jmtzphcVm7q5YeSyBJH9OwmS/view?usp=drive_link,https://drive.google.com/file/d/14O10AoGAiew9i9Kphp72y9t5IP5qEJ-B/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
DP,,,,판,CS-250622.,SNP,MGI,30,SNP,POSCO 2ND,35,22.532Mt,$1220.00,"$27,489.04",KMTCBKK3696270,SKY CHALLENGE,KMTU9366750,1X40FT,"₩1,385.80",7/29,8/6,8/11,8/29,"₩3,818,000.0",8/7,,,https://drive.google.com/file/d/1UBIYNPvsMuX17h5qXF4d2wBF0GpT3Ywp/view?usp=drive_link,https://drive.google.com/file/d/1Jd-S174xF_OG7egmbH25XHcuFmXpP_0W/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
M04FQ2507NU00064,7/11,11/13,$74729.76,제,CS-250624.,ASIASYMBOL,WF,70,APRIL FINE PAEPR TRADING,CHISAN,114,108.304Mt,$690.00,"$74,729.76",713510211452,HAI BANG DA,GOAU7092709,5X40FT,"₩1,468.50",7/30,8/10,8/11,8/29,"₩10,379,360.0",11/13,,https://drive.google.com/file/d/1pY_p5dMwIVddyc4ruvEchH5R9Bw4mH7g/view?usp=drive_link,https://drive.google.com/file/d/1uao6_bZm8oU3L3qUUEtUZwlXCNZPyHfS/view?usp=drive_link,https://drive.google.com/file/d/1HQ3ms_FBXTQCYuq6bFCzAGet00vkfXOh/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
DP,,,,제,CS-250625.,NPI,FORM BOND,90,NPI,CHISAN,84,106.041Mt,$870.00,"$92,256.19",KMTCIWK0042743,SUNNY OAK,FCIU7272649,5X40FT,"₩1,391.60",8/24,8/31,9/1,9/30,"₩13,075,090.0",8/29,,https://drive.google.com/file/d/1RDvKFA6b5GSHBYLa0MWbI3APbUGZpAsS/view?usp=drive_link,https://drive.google.com/file/d/1Bz9A1gWp5RMKKorzYYhiqQMpbQkvRzlX/view?usp=drive_link,https://drive.google.com/file/d/13q_IgV32kCvE3y0fVuP-u1WqpgUbGD-x/view?usp=drive_link,,,25년06월,,,,6/26,FALSE
M04FQ2507NU00071,7/11,10/29,$31865.04,판,CS-250626.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,76,44.257Mt,$720.00,"$31,865.04",EGLV003500919017,EVER CLEVER,GAOU6976958,2X40FT,"₩1,433.30",7/29,8/3,8/4,8/29,"₩4,438,240.0",10/29,,https://drive.google.com/file/d/1LmDyHXWeFsnIZBcEq69mWLyUxR5bCggf/view?usp=drive_link,https://drive.google.com/file/d/1_vPIwy-HUaUZ0hO54B0YTojwSJs3CCn7/view?usp=drive_link,https://drive.google.com/file/d/1XU5VQgTdAvXD8tA8T9s1B6bVZFIIUoP_/view?usp=drive_link,,,25년06월,,,,6/30,FALSE
M079W2507NU00228,7/11,11/5,$17882.18,판,CS-250627.,THAI,COPY,80,PHEONIX P&P,CHISAN,30,23.685Mt,$755.00,"$17,882.18",SMLMBKK5A4025500,SKY SUNSHINE,SMCU1303194,1X40FT,"₩1,447.35",7/31,8/11,8/13,8/29,"₩2,483,690.0",11/5,,https://drive.google.com/file/d/1ME2f2kSX3B3koVDn8_8ymuC6BuR1KruO/view?usp=drive_link,https://drive.google.com/file/d/1s6M0cbfg1eYStUSqAijYth9w0VDjNJU6/view?usp=drive_link,https://drive.google.com/file/d/1phGe6FOENnof6doTbTeXjUdPWeSC4ECG/view?usp=drive_link,,,25년06월,,,,6/30,FALSE
M04FQ2507NU00089,7/11,10/28,$33321.75,판,CS-250628.,CHUNGHWA,DRAWING PAPER,130,CHUNGHWA,CHISAN,144,44.429Mt,$750.00,"$33,321.75",EGLV003500918983,EVER CLEVER,EGSU6375079,2X40FT,"₩1,435.80",7/29,8/3,8/4,8/29,"₩4,639,850.0",10/28,,https://drive.google.com/file/d/1xfG6XKeVXy3E2__L61mF7PZ8-a3cwpe2/view?usp=drive_link,https://drive.google.com/file/d/1K_EOY6-8_TMdmKpnWZvoMwsMSyPn7W_G/view?usp=drive_link,https://drive.google.com/file/d/1Z9c2KGLH5zKMZSoNrzuvVejaTQK8hJ0Z/view?usp=drive_link,,,25년06월,,,,6/30,FALSE
M04FQ2507NU00139,7/17,11/4,$70736.80,판,CS-250629.,APP,UWK,117,BOFENG,CHISAN,100,88.421Mt,$800.00,"$70,736.80",BH2393YP904,OCEAN BLUE,CICU9806924,4X40FT,"₩1,426.60",7/29,7/30,8/6,8/29,"₩9,834,540.0",11/4,,https://drive.google.com/file/d/1h2UkXU-HNLER6h0N2Rm5jKlkMi_ZIqlF/view?usp=drive_link,https://drive.google.com/file/d/1b4QwcxGDWob12KSyaZttGYCJaW_cMk14/view?usp=drive_link,https://drive.google.com/file/d/1kxFD0Nh7j73lVUr7fk04Ebl1iMCdXnR9/view?usp=drive_link,,,25년06월,,,,6/20,FALSE
DP,,,,제,CS-250701.,HOKUETSU,MG,30,HOKUETSU,CHISAN,42,22.26Mt,$1090.00,"$24,263.40",HB251000005,SUNWIN,CKSU4025694,1X40FT,"₩1,421.00",10/4,10/9,10/16,10/31,"₩3,449,670.0",10/15,,https://drive.google.com/file/d/1K5bQMBbUiM35KDVlo6194qStuKdCJRfr/view?usp=drive_link,https://drive.google.com/file/d/1COHN7aRdC0Nx1gQFaEYcXnk-aVIWk4aX/view?usp=drive_link,https://drive.google.com/file/d/1QV4Cm3IugqYwZn7ZdG-7WCi9xy5iib59/view?usp=drive_link,,,25년07월,,,,7/1,FALSE
TT100,,,,판,CS-250702.,WUXING,FRUIT WRAPPING PAPER,36,RMG,CHISAN,1,0.087Mt,$2298.85,$200.00,AMIGL250288952A,CONSISTENCE,LCL,,"₩1,417.80",7/6,7/7,7/8,7/31,"₩31,800.0",6/30,,,https://drive.google.com/file/d/1DSU2BydSR-s_S4mBs66Hy-iQeRbCFpKr/view?usp=drive_link,https://drive.google.com/file/d/1_eOSPvI_8fbOCLKMmcg08Y4CKIJVO02K/view?usp=drive_link,,,25년07월,,,,7/1,FALSE
